,10-Heptadecenoic acid_ (Z)-_ TMS derivative,1_5-anhydro-D-sorbitol,1-Decanol_ 2-hexyl-,1-Dodecanol_ TMS derivative,1-Heptanol_ TMS derivative,1-hexadecanol,1-Hexadecanol_ TBDMS derivative,1-Monomyristin_ 2TMS derivative,1 monoolein,1-Monopalmitin_ 2TMS derivative,1-Nonene_ 4_6_8-trimethyl-,1-Octadecanol_ TMS derivative,1-octadecene,1-stearoyl-rac-glycerol,2-Ethyl-3-hydroxypropionic acid_ di-TMS,2-hydroxybutyric acid,2-Hydroxybutyric acid_ 2TMS derivative,2-ketoisocaproic acid 2,2-Methoxyestradiol_ 2TMS derivative,2-Monomyristin_ 2TMS derivative,2-Palmitoylglycerol_ 2TMS derivative,2-Propenoic acid_ 2_3_3-tris[(trimethylsilyl)oxy]-_ trimethylsilyl ester,2-Pyrrolidinone_ TMS derivative,3-indoleacetic acid,3-indolelactic acid 2,3-Pyridinol_ TMS derivative,4-hydroxyphenylacetic acid,4-Pyridinol_ TMS derivative,5alpha-Cholestanol,9-Decenoic acid_ TMS derivative,9-Hexadecenoic acid_ (Z)-_ TBDMS derivative,Acetamide_ TMS derivative,acetohydroxamic acid,.alpha.-D-Glucopyranose_ 2_3_4_6-tetrakis-O-(trimethylsilyl)-_ bis(trimethylsilyl) phosphate,.alpha.-Tocopherol_ TMS derivative,Aminomalonic acid_ tris(trimethylsilyl)-,Anthraquinone_ 1-(o-chlorophenyl)-,arabinose,arachidic acid,Arachidonic acid_ TMS derivative,aspartic acid 1,aspartic acid 2,Benzoic acid_ 5-methoxy-2-[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Benzoic Acid_ TMS derivative_,Beta- alanine 1,.beta.-Gentiobiose_ octakis(trimethylsilyl) ether_ methyloxime (isomer 1),.beta.-Tocopherol_ TMS derivative,Butanoic acid_ 2_4-bis[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Campesterol_ TMS derivative,capric acid,cholesterol,citric acid,citrulline 2,Creatinine,D-allose 1,D-glucose 1,D-glucose 2,Diethanolamine_ 2TMS derivative,Dihydrouracil_ 2TMS derivative,dioctyl phthalate,DL-isoleucine 1,DL-isoleucine 2,DL-Ornithine_ 3TMS derivative,D-malic acid,D-mannitol,Doconexent_ TMS derivative,D-threitol,D-(+)-Turanose_ octakis(trimethylsilyl) ether,eicosane,eicosapentaenoic acid,elaidic acid,ethanolamine,Ethanolamine_ 3TMS derivative,galactitol,galactonic acid 2,galacturonic acid 1,.gamma.-Tocopherol_ TMS derivative,gluconic acid 2,Gluconic acid_ 2-methoxime_ tetra(trimethylsilyl)-_ trimethylsilyl ester,Glucose_ 5TMS derivative,glycerol,glycerol 1-phosphate,glycine,Glycine_ 2TMS derivative,Glycine_ TMS derivative,glycolic acid,Glycolic acid_ 2TMS derivative,guanosine 2,Heneicosane,Heptacosane,heptadecanoic acid,Heptadecanoic acid_ glycerine-(1)-monoester_ bis-O-trimethylsilyl-,Hexadecane,hypoxanthine,inosine,Lactic Acid_ 2TMS derivative,lactose 1,L-alanine 1,L-alanine 2,L-Alanine_ 2TMS derivative,L-Alanine_ TMS derivative,L-asparagine 2,L-Asparagine_ 2TMS derivative,lauric acid,L-cystine 1,L-cystine 2,L-cystine 3,Leu-Trp_ N-trimethylsilyl-_ trimethylsilyl ester,L-glutamic acid 1,L-glutamic acid 2,L-glutamic acid 3 (dehydrated),L-glutamine 1,L-glutamine 2,linoleic acid,L-(+) lactic acid,L-leucine 2,L-lysine 1,L-lysine 2,L-methionine 1,L-methionine 2,L-norleucine 1,L-Phenylalanine_ 2TMS derivative,L-proline 2,L-Proline_ 2TMS derivative,L-Proline_ TMS derivative,L-serine 1,L-serine 2,L-Serine_ 2TMS derivative,L-threonine 1,L-threonine 2,L-tryptophan 2,L-tyrosine 2,L-valine 2,L-Valine_ TMS derivative,m-Cresol_ TMS derivative,Methoxyamine_ TMS derivative,Methyl Caprate,Methyl galactoside_ 4TMS derivative,Methyl Laurate,Methyl Myristate,methyl oleate,Methyl Palmitate,Methyl Stearate,Monolaurin_ 2TMS derivative,myo-inositol,Myristic Acid d27,N-acetyl-D-glucosamine 2,N-Acetyl glucosamine methoxime_ tetrakis(trimethylsilyl),Nonanoic acid_ TMS derivative,norvaline 2,Octadecane,O-phosphocolamine,oxalic acid,Oxalic acid_ 2TMS derivative,palmitic acid,palmitoleic acid,p-cresol,Pentadecanoic acid_ TMS derivative,Phenol_ TMS derivative,Phenylalanine 1,phosphoric acid,Phosphoric acid_ 2-(trimethylsiloxy)-1-[(trimethylsiloxy)methyl]ethyl bis(trimethylsilyl) ester,Phosphoric acid_ 2-[(trimethylsilyl)oxy]-1_3-propanediyl tetrakis(trimethylsilyl) ester,Phosphoric acid_ bis(trimethylsilyl)monomethyl ester,Propylene glycol_ 2TMS derivative,Propylparaben_ TMS derivative,Pseudo uridine penta-tms,psicose 1,Pyroglutamic acid_ TMS derivative,pyrophosphate,quinic acid,ribitol,Ribonic acid_ 2_3_4_5-tetrakis-O-(trimethylsilyl)-_ trimethylsilyl ester,ribose,(R_R)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl)-,(R_S)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl) deriv.,serotonin 1,stearic acid,succinic acid,tagatose 1,tetracosane,Tetradecanoic acid_ triethylsilyl ester,Thiazolidine-2_5-dione,threonic acid,trans-4-hydroxy-L-proline 1,trans-aconitic acid,tyrosine 1,tyrosine 2,Urea_ 2TMS derivative,uric acid 1,uric acid 2,uridine,Uridine_ 3TMS derivative,xanthine,xylitol,xylose 1
378,30217.3711,4205393.385,100759.2837,,281825.3778,68972.2186,,1986673.105,38242.8063,6365483.079,147568.3318,115976.9207,139233.5721,6196479.721,114455.0281,,374897.4487,854596.1434,145820.1155,40906.48,2496509.391,,70511.6338,165059.174,176383.3436,313623.6541,33779.2441,310231.8092,23613.4574,53201.6123,2688420.786,328742.9319,348593.7901,52626.4187,602140.6933,204085.1782,347899.7978,296581.7766,77215.1661,67875.5931,,40437.3732,144691.4692,,,20501.0559,18202.9915,,,87362.1358,5326460.408,1704375.336,47372.8373,306143.2827,,,8513790.442,86481.9043,30738.5364,2270795.445,,716804.8245,,143491.7773,29283.2555,,841119.4642,1480549.932,35668.9522,112089.6075,2638906.2,270627.316,,,38417.6977,,57805.6409,35410.4779,74639.5467,715160.8936,1550745.353,124179.6871,2741782.931,714149.5331,,2201478.243,66044.0656,,,,101947.4066,246236.2162,131350.2836,89684.6052,99690.8972,3965556.615,37764.6557,575221.9345,242527.7116,619410.9083,,55292.6664,65989.175,217857.624,274408.8203,237097.9995,251724.0211,141146.0238,291875.8246,133839.817,8522939.539,872501.3695,56336.9773,1253913.853,108541.7215,1497918.869,1705301.943,1272009.692,197070.6561,67710.242,1814606.153,345720.7157,1273615.654,247684.3954,5025602.946,1745489.46,406818.762,,1716272.207,536815.024,2582211.691,1851404.867,2465291.181,,,1520944.701,3865810.557,7299839.454,4173273.9,4208943.269,1068793.883,4798137.654,4178190.098,168141.8941,2781556.215,8381083.163,,,42492.7897,,67071.0599,32763.3829,380759.156,,5795626.118,237519.2416,1281748.58,52889.5386,184800.0154,1182052.836,8349370.382,41423.6398,270843.2073,203763.4695,190219.6528,,540348.8849,629948.8829,750725.2234,221488.0847,176074.0232,76112.9386,110607.8502,259054.0598,279306.7787,,21147.1816,4812910.58,299477.8355,,32315.5883,16686.7969,295957.3049,1337984.162,471901.8175,32983.5061,1150471.135,1907138.66,6983755.453,7952941.03,385119.7661,,64143.3393,27152.9678,334733.3356,
380,32038.3442,5392270.896,62873.7393,33207.9412,72856.1676,41306.7778,,1324621.956,31420.3112,4476459.897,58109.4408,90253.6641,127997.9162,,107153.8683,,273942.9619,747794.6194,,35613.3141,1961356.395,,67914.8956,,90391.741,172928.814,21755.2348,197298.2827,15498.7103,,1547322.503,178425.4123,225640.9824,,302721.8561,156691.0168,41421.4465,,61795.9488,89018.4864,133693.8939,70932.3181,49412.0532,62043.2602,,5423.6897,,37074.3039,21677.4313,48875.6054,3395999.94,1531328.328,38507.4569,152363.0435,469312.5838,7862676.873,7978469.967,91337.7551,,1227894.981,2247798.564,518905.7088,137734.8042,126269.6372,,,315692.7074,1047891.229,32385.1877,23827.1992,3061672.207,159361.8785,,,19014.7672,,39958.8531,,50815.8911,,1176472.749,133448.7645,1798397.456,398362.6877,,1327536.967,21474.8767,19395.3565,,,145945.4983,163386.2601,153936.479,42822.554,196125.643,1941224.408,21912.7658,1979270.584,,390656.0848,,52546.9795,52652.0877,175938.1046,162505.6073,82173.6239,49795.0822,68771.2335,429093.0746,405092.739,8418632.056,,,1048562.999,203321.5145,,2224773.698,147653.9977,136818.565,58320.759,1330584.555,356148.0568,882295.1607,340246.4098,3660919.328,1230731.861,363589.1357,,1972278.089,612811.9498,1911191.471,194731.3387,218586.6161,2919471.531,335072.5792,1022579.851,2712331.034,4090835.116,2867822.58,2633944.019,770028.9541,3440003.805,2953057.018,107911.4076,1272814.909,517388.5916,434036.579,,118818.4813,1249783.041,64602.6811,53723.0575,141215.9001,5101786.95,5320078.739,246806.9142,521333.0265,42602.789,116973.9744,735886.8225,8442100.976,59364.5642,200920.8328,153631.5588,1052502.545,,256268.4686,252765.5977,,70756.8053,,61254.2254,78956.9218,231811.443,153184.7234,144925.184,99150.2711,4373445.669,172607.0148,,35199.5532,15746.1759,,749239.7448,170366.1589,,1533566.724,252239.6468,5628662.931,6822473.555,407807.6815,57388.8082,34038.3851,32286.3182,178997.6017,
381,63866.8868,5722726.58,146568.7589,31078.7255,100330.5828,38208.4237,52530.2914,1536406.149,46314.517,4636799.81,67803.5397,145901.8033,138525.6073,,291485.9239,301354.6389,894912.5416,428724.0713,1313853.737,35397.1031,1937989.147,,88530.4677,258484.4284,222969.0715,230679.8694,59494.2964,,,,2225723.164,211453.1678,351399.6973,637777.4485,,232776.952,302748.0069,,68982.6949,260256.9278,235404.8184,49945.2282,126630.5756,,,51203.7498,13232.7328,191700.2969,13266.1237,47696.9871,3879394.01,3312824.092,53673.1403,161847.6568,,7300167.026,8113582.99,,,2403269.576,2240282.67,465975.7227,,557927.5588,6926144.815,32824.9799,1852554.662,,30453.4685,,3441537.936,149628.9044,,59405.7905,130909.731,,43222.347,32533.6883,117183.0856,102533.6083,1817878.47,548201.2221,882861.0305,422984.093,448080.2253,1519535.876,70798.4308,,,52271.4586,300284.9327,206010.3781,87758.4698,82595.1787,193303.8715,8984490.081,211214.8541,,,1629629.189,441117.4944,66615.7926,89358.6437,,95570.5157,227855.6703,174023.5531,134970.8396,380977.1538,284362.822,8502545.662,,27897.0062,1360541.796,436721.6735,1079371.784,1132941.823,884725.6728,143692.9505,43400.3259,1224115.887,376263.9902,2139014.861,597997.5211,7642619.487,773640.448,348311.6111,2204890.951,1266469.809,480212.6232,1752648.74,,193243.7786,2403947.335,1576018.191,1651060.867,3411824.388,5259332.745,3710477.63,3326719.452,949036.2061,3289323.734,3625139.428,129884.0891,3791589.223,8262753.964,526710.0446,111578.2907,,1130357.828,43785.9297,69585.5254,,913351.6299,6043871.828,541982.3203,,66649.6832,174295.9725,911491.605,7447425.719,66629.732,384071.7091,185859.1862,2517915.071,,741607.7156,2642584.598,792091.7744,199513.6067,765159.6749,,187907.2961,118983.0405,329766.7466,,,4442063.052,255489.8227,68572.2712,34229.2794,20996.0365,,3463313.949,144114.3165,96096.6727,607013.9369,1541185.266,6724499.402,6301359.176,298343.6082,,56816.0178,17613.1713,523403.7833,210113.0661
382,,6376986.195,100268.7431,36175.5997,145993.8077,36128.3176,25386.8295,1993432.387,59371.0737,6358454.254,97295.5725,,124064.7791,6260900.492,,,520853.7839,349990.6821,572262.1975,42935.125,2601384.27,,335600.5428,248469.7255,239669.5056,348921.3866,82329.3568,345414.1149,27732.2062,30543.7,3178199.365,399367.0142,282857.6217,352014.0277,608902.2459,195918.447,158527.6144,238995.2108,71809.2411,79475.2389,,,101673.7819,155197.8199,,48040.6488,25046.1981,210144.7403,52464.9963,60143.2901,5250696.609,2400069.742,56390.6115,340890.0576,741320.2058,,8529820.642,,38828.7505,1868597.003,2979201.524,747767.4895,,206384.6147,1414848.948,31532.8236,846099.9095,1891042.318,37589.7294,259103.5124,3125652.763,219882.3171,,39511.6229,100709.3127,,152120.4403,32061.961,98928.7088,1206253.021,1871939.525,246859.1362,1556482.539,953767.2227,,2130743.413,68921.7479,,,,275093.0251,245647.4632,75697.5987,102560.8318,127267.3252,7489745.057,136393.2368,949719.2375,410764.5443,1440333.796,,70378.4005,90751.899,135917.14,248170.0161,200853.3112,176998.9357,153371.0204,329075.6722,185570.3044,8516354.337,1206898.085,105566.7998,2094174.685,271408.637,,1673447.078,855851.7087,209874.0643,89311.0834,1846046.611,417857.1529,2132210.39,703256.2783,8078514.734,1647130.543,574919.1437,,2518832.55,974705.9585,1799992.75,2100371.922,2579966.273,4390349.542,,2162937.381,4354026.217,7439113.614,4689266.786,4809583.179,1201717.003,5787590.339,4690926.028,173526.8228,5250289.57,8310129.262,,,,,40881.8891,67403.9778,,,6102171.692,166826.2322,2894351.258,47542.5505,746328.9565,1381119.34,8403232.33,55622.0629,295289.0164,176039.7452,438321.0807,,1098645.387,1510216.216,,278827.3692,258003.3661,,229457.748,,321358.3724,,20749.4031,5116781.546,393725.3677,98598.7523,,,181628.4279,2606216.052,439929.588,109765.24,1557822.342,2499675.572,15294107.33,8483293.804,507668.0629,,63015.1815,71564.6111,556198.6689,261200.4445
383,32375.5052,4987887.855,117282.5812,31003.9249,91128.6294,92713.6032,31220.5102,1350972.216,53400.9875,4833375.248,57507.5296,70960.9729,190900.1717,9232689.32,130767.9012,215023.7963,407253.1961,294127.8513,1245373.256,,1525987.471,,61360.2919,289473.4325,104608.3215,196889.6366,36132.3249,,20777.9092,28769.6037,1810936.912,214252.4227,242872.0607,457132.282,396735.3059,292201.4358,219592.3398,,71662.177,131022.387,291487.5747,,130774.4638,,,35242.4008,7136.1594,92387.2681,36011.8101,53272.2747,3778885.604,3232473.008,34086.9538,196208.504,548864.6792,8198416.533,8265119.527,91383.3095,,939872.1073,,737209.2034,,289439.754,,41365.7234,575918.265,1679644.162,26471.2992,270627.8208,2998900.034,69755.8203,,,83685.0619,,34996.2433,,,207419.587,3409769.185,388545.0844,1595398.163,315462.8742,,1432050.694,,11037.3318,,,263677.571,173016.5985,64626.4594,64628.9434,192097.6058,5754397.563,90098.4217,3232319.775,,1017970.755,389288.2004,54911.6551,,,104317.3342,215498.227,170137.4752,115359.6342,246976.3337,152313.7493,8504724.145,512831.8423,30727.0976,1504373.534,219540.7435,,,383509.5577,128750.5476,52353.3604,1026015.572,269918.4744,1603618.328,696093.4221,5409705.549,566966.1207,457720.6681,982182.8162,1500132.321,547329.453,1969774.062,,154379.0264,2152839.328,692657.9648,1645826.308,3648791.642,5826484.348,4118186.312,4045014.111,1088627.598,,4159310.992,109923.3563,2000942.453,8112091.427,596609.7429,390361.6229,,1073461.365,41666.1346,40942.1492,442568.8408,778055.2523,5686394.94,85949.9359,,,24814.931,746672.8316,8522883.301,,235381.098,165832.4621,1850550.918,,368503.7747,3196771.797,594907.1268,118836.782,99127.1261,,118754.0735,89911.1045,176337.2556,209277.0325,41981.9752,4930872.44,252654.1111,,29252.4077,16341.3457,574738.2811,2465533.591,179005.0388,58065.2513,886975.6938,699180.9938,9177581.567,5987267.859,260548.0912,,,20581.7089,268879.5663,172719.7553
384,36906.6464,4569330.022,100573.9498,26381.3633,94273.9432,38598.8055,,1408716.521,64075.2884,4519086.341,81801.6275,128964.2295,269362.5807,4419727.619,,,285308.1025,221887.3615,2453377.525,,1764528.385,,93273.4819,,91999.1018,213568.2805,38375.2397,222279.3289,9983.5175,,1520851.234,223627.1827,201508.5369,91000.4966,409814.7908,166685.8317,165713.2601,,63796.3095,271629.3755,180878.4354,56725.4687,100454.2483,57499.4688,,,10169.2646,61665.6042,,32959.4711,3827550.134,1481512.25,45014.1548,169620.8011,472767.2173,7075824.541,7840614.894,94614.8887,,2330617.447,1485690.087,283244.2324,116017.9197,184197.5578,,,328152.5601,1359144.921,43966.6053,643858.459,3030904.461,213467.4648,,,,,87742.6126,,,188587.3658,1675696.286,523296.4302,1908392.128,675965.334,,1477329.004,,,65684.9092,,170137.6701,182989.7328,88843.7506,44048.0139,64967.3276,3763135.289,21769.9241,,,1333842.898,,101185.8727,66011.055,205024.0383,94487.6604,296733.5665,287111.7482,342202.9082,525470.1887,551784.1281,8488110.146,,,1599834.534,166648.9556,,1548155.366,386337.7574,192853.6093,67465.1736,660813.0735,329798.3166,1330017.0,399098.829,4828277.965,817043.3456,479942.2578,,2772077.486,1015612.944,2887060.927,,152448.2934,1886411.043,,1852404.717,3499276.859,3989716.377,3851990.137,3584768.622,962563.6177,4432260.545,3743172.841,145239.4986,1595207.647,8178866.794,468602.8003,975154.8359,65205.7524,949115.7882,52349.5978,46083.9558,75457.2049,620687.3873,6054518.207,363714.3045,,63795.4231,23953.3392,888599.7632,8658263.047,,343355.3699,,151961.6636,,292791.6349,3254978.649,625478.9409,91974.1455,84760.2176,78430.6156,143901.1774,29156.9953,224633.7635,166049.4961,,4663102.418,453503.4432,225893.6708,,17558.7934,361459.4272,1579556.408,439726.1401,,1768076.737,1045409.836,11481027.36,6442456.08,256883.9353,,,37623.2857,199446.858,434809.666
385,28407.3012,4144473.255,143565.6906,43886.6608,91251.9736,39000.7779,34390.952,1459411.565,66087.2296,4431683.608,39953.3516,165217.145,215437.5529,4286668.439,87197.6131,,355735.921,62475.8402,2674539.054,,1588176.118,,97313.6313,880724.5266,199371.9529,237817.7089,160296.508,,13719.5545,,1450113.665,178688.6697,218121.182,720749.0339,417625.898,109741.7938,67582.4083,47514.8676,51511.8846,155517.6887,229477.7226,,93431.9861,,,,11585.3511,121365.3796,8322.2818,,3477585.417,2042788.111,47951.6527,221908.7386,583162.8414,8376660.775,8286728.305,88748.2271,,911159.2438,1631473.394,580622.6241,,158164.1563,,,809965.8038,1044738.07,49666.8738,751584.7485,2118827.049,52752.3045,,30327.0065,37562.0936,332921.712,74586.7628,,,,2074541.095,702417.9318,2338406.06,501263.0568,,1431923.228,,,,45677.7219,127903.147,208227.1145,49633.7001,58517.9079,,2758297.155,234863.1671,1625465.103,439305.6356,1220467.984,,75374.9414,84615.2338,109411.1835,176278.2686,251955.1603,156423.4861,221746.3569,331444.2534,317905.0825,8522142.368,,10291.9585,756048.7753,330570.6006,891619.3131,,519010.9298,92685.4201,70814.9082,1107029.67,389596.0771,1880279.544,729506.4255,5673557.385,958550.1775,746498.9883,,1939404.508,928433.2277,1832441.11,,157278.9329,2192213.707,,1203665.12,4397951.715,4424817.559,4382219.641,4236428.3,1186086.464,,4777781.882,121119.6716,2175563.098,7454590.22,,212926.0387,,1328546.841,51100.7542,48264.0153,196923.0405,1392668.899,4866570.722,162023.0303,1699267.114,51285.3969,59681.546,817395.9414,8471020.256,,365718.1298,,2144326.153,,677737.5722,2850042.439,868544.3044,102245.7381,172881.0303,,141013.3384,51060.3461,193598.7121,,,3772226.948,298826.3044,,44207.9408,17144.706,,2041918.155,158479.483,,1039991.769,1263595.682,10622795.65,6341545.471,255753.3572,,,33413.206,350883.206,342887.9816
387,26403.216,3718628.934,75217.1242,30610.7811,78360.3926,30607.3437,16167.5552,1456129.907,52021.7883,4376391.908,,,79035.3147,,55187.3606,,399099.1175,377957.2656,1717844.352,,1311211.276,,96394.9478,108297.8552,129297.9544,232357.2189,27663.9482,39278.6227,11787.5266,,996688.2822,204502.5897,166396.5961,480167.6275,348089.4211,,226555.2614,95975.3494,52772.3922,88386.836,150413.4619,57002.7718,86786.2315,,37619.7572,27592.9503,6676.7772,92152.2943,,,3306659.821,2141199.417,51975.2421,381968.5529,547960.5918,8367971.287,8270329.782,,,1640396.162,2381301.028,628726.4816,175227.2581,161824.1251,,22579.1506,518659.1731,1080796.687,34694.3697,127369.13,2410513.617,224749.9879,,,,,28243.0404,18917.1092,159671.8054,387250.9413,1420437.248,236249.3172,1912436.591,321161.5835,,2081557.508,,,,86467.6299,202458.3334,210114.3336,35326.2348,92004.7854,,4314529.121,239433.4543,,341712.9224,592730.5002,,55932.3151,62577.2553,196946.8013,152198.6734,121350.9075,,151247.8447,538934.1616,542855.8818,8510303.599,359311.5725,9863.9038,1105486.292,296864.0586,1265147.169,,903151.1735,142059.0539,88018.0139,1155674.698,472718.6614,1015169.134,318790.3125,3047866.361,685480.3948,535786.4935,,1280669.498,561648.6928,2777547.572,,245991.8446,3150175.762,,1418158.841,3531170.424,3939469.823,3455207.389,3269572.942,951010.4612,4492399.419,3873358.556,118886.9643,2094497.333,8004146.555,363785.9786,107167.5971,,1989942.215,46683.1221,72798.1337,185003.0665,752707.4107,4900978.932,108556.3504,433494.3747,55484.5795,141077.5457,1102987.378,7035209.232,41337.2805,201182.1276,,,,389129.8713,1312129.489,837951.7424,73939.7373,492627.9629,,92678.3397,85459.5176,310790.8631,,47473.5322,3724912.669,428277.402,112349.6999,62317.0988,,,1955045.009,139820.0512,,973088.1653,1663111.82,11172480.0,5783503.969,344605.5012,,108057.7068,44561.225,198411.3923,191011.0365
388,19716.6909,4200267.326,123432.4331,207116.8699,77073.4747,62761.2972,17835.3033,1449233.286,46715.4682,5947815.153,79140.7023,,394454.4813,,84033.9376,254501.1919,407628.8831,263027.6749,2160203.279,,1731392.922,,,,76573.8628,204010.506,,174022.9957,17021.5422,,1545410.695,184054.9525,206055.0789,,327958.5931,,195175.9549,,64238.0672,116427.617,133711.88,,82983.3386,69054.3665,,6986.3189,7231.0905,54831.2616,,,4114753.814,2930832.156,39590.7988,211568.3237,575869.468,8405137.978,8441315.557,101279.2383,,877862.148,2177362.648,1711617.981,,160999.4575,,72658.2216,555636.7043,1032451.924,42579.0836,40046.6986,2794235.738,197392.8089,,,,,67258.5409,,,224876.581,2822577.609,518183.893,2007422.674,481035.6032,,1444770.627,,,393669.1747,,93726.3485,177172.3534,94626.9047,79743.9218,65347.8975,3776705.118,35248.8786,2977856.671,487791.8587,1226039.231,521381.8718,45718.6765,,,89848.867,245871.6703,376910.5163,122573.9999,658628.9495,543936.6612,8645288.419,,15605.3275,1664308.343,239196.4609,,896631.6505,439590.8187,116380.0745,81919.5849,1245627.637,253556.763,1242363.086,558618.1042,5016645.306,1231134.109,733871.1469,3114034.23,2334894.52,923937.0868,2769897.957,,196537.3087,3143886.031,709833.1788,992636.5355,6893451.728,5579654.67,7321581.443,7750290.574,2015436.256,8278110.778,7337926.948,133381.7146,2468399.432,7944349.662,,356002.5607,,1567186.773,93991.6663,45608.5309,83682.2505,887943.8353,5921299.297,293653.6667,,55965.1579,97910.9937,1061000.664,8587263.814,,234048.5295,213108.7699,31648.302,,361550.9322,1122903.218,771194.4902,127367.3362,38643.6354,,88997.808,52096.827,282970.3053,,,4201185.446,353310.5145,,29463.973,,492499.7483,2264650.64,279054.6721,49367.3377,845380.4034,1172442.471,10353865.39,8389344.302,265236.4821,,,39749.8235,227733.365,212042.2275
389,27920.8247,2728827.509,64228.5866,,76084.8864,56994.4788,,1533264.444,78247.3113,4608426.02,40695.3679,,273502.6465,,,229122.215,362614.3166,653007.1235,1523774.087,,1949185.808,,80187.3809,,213311.5118,255330.4909,90582.0429,229493.3959,,90136.9663,1618511.339,227839.9711,204705.4153,65056.3828,,61182.6145,243352.303,,109891.3499,150372.0279,201206.2949,,137457.5707,,,9290.7165,16404.197,54424.1954,7985.9496,46665.0441,3942980.633,3099346.548,46088.9556,160410.7654,,8368880.67,8385256.788,181931.4558,,2523995.906,2653824.107,596336.8422,211065.4406,270679.0552,184833.2623,36896.8325,383706.1271,2193707.979,31799.5262,42720.561,3464523.901,192403.1811,,,,,117240.5896,,,,1536019.012,318474.9717,1261099.481,452111.6357,,1560597.598,77664.8026,10124.9021,,23595.3682,192972.0774,194769.5014,73475.9684,53005.1879,116269.212,6849170.075,38023.4068,3472491.721,498810.7937,1014462.006,475256.8129,81990.2541,67325.8533,251945.8843,78829.8062,421884.9999,556224.7414,203778.7164,828709.2317,582990.7263,8547321.232,,,2882217.393,311579.5178,1184930.509,2132646.927,642563.4761,244278.0419,68783.094,1681805.988,414712.098,1161143.08,349311.6552,4933020.145,1575054.754,422777.3481,,2578337.803,819329.8374,4052311.592,,295602.5466,3604006.657,84845.1162,1101679.092,3185938.756,7763538.292,3626333.887,3211246.87,953701.7041,3481156.963,3676818.24,150749.7477,1506185.278,8013387.086,833438.7388,161622.3091,,1549985.277,60373.9713,81471.3574,,1530782.808,6242287.208,149769.9176,,56443.1134,25972.8162,1345725.576,8591504.451,54841.7025,288225.9834,144653.4502,2290962.073,,312967.0602,3301864.827,874355.2712,108981.1302,130520.555,,79824.058,52473.463,241193.51,250768.2701,22537.8151,4854570.414,270191.3102,,22185.3024,16368.6061,503827.8686,1581430.002,277835.718,,2149151.479,1479676.958,9120531.939,7027191.346,216685.3652,,75469.0162,31215.677,195831.4233,202212.5705
39,79248.1272,5050462.468,,72680.3183,254678.2797,53880.4842,49822.3006,3156977.482,81325.6091,6607900.311,123528.5199,102059.8246,37433.3714,7881293.802,241721.0486,675224.0146,728024.5984,1754605.295,,127426.6216,4168922.962,179482.5313,215368.8038,186338.3395,281139.2805,443518.4054,28128.4329,,25989.0191,,1723613.506,643282.3233,422756.2008,,856493.525,448725.4062,196758.6038,225173.5235,111986.3057,160467.181,,214388.7636,,,91460.6101,8845.2917,14576.4751,144432.3622,,113969.0399,,3949756.936,93504.6651,,,8244629.858,8388577.576,295393.191,33599.5327,2328514.255,5265744.625,2480692.054,954818.1122,457985.7205,47615.3467,43166.9275,1303427.753,,69867.611,124586.8101,1792180.284,424732.1251,1872325.432,,127562.0751,442469.4973,38356.4903,,,,1294436.843,266944.505,4686511.486,773907.2833,,3568738.128,133040.5443,36624.42,79869.9604,72800.1853,336379.666,277198.9282,207710.1394,123744.7791,202781.0982,6190134.594,28888.7187,1945671.098,577114.7604,2984000.262,1105487.939,415425.534,233810.9969,427890.5635,77630.1591,641448.3523,2333622.711,,1543484.33,1027386.904,8513225.657,2078781.879,44686.5236,1747612.78,625684.3678,2964078.251,4161124.968,3829448.927,526725.198,421867.3442,3600373.014,1594715.243,4180419.94,1373419.349,8488577.355,1217328.987,1819197.993,,4776724.212,2189201.573,9833454.084,6036717.568,4064042.483,8056151.577,,5054810.921,6071117.557,7469508.723,6481551.642,5216625.585,1438205.05,6892817.391,6101863.768,296182.7032,2696020.369,5076535.202,1285288.794,184531.451,160068.8987,5383019.48,117255.0726,123612.6522,,4924997.169,7266865.506,726300.744,900794.1326,169701.8748,122323.8892,3200890.458,8460767.753,87596.0679,,293629.0814,428294.1441,97259.3911,683772.5003,,,84592.7108,,470536.5938,139447.0759,342356.8086,128654.9254,958609.2229,127246.4101,5487903.18,720111.1438,,56160.0155,10776.7944,2463093.429,3490357.061,311447.4626,92640.9675,2836967.203,,9045359.394,8520540.595,74061.3865,191003.0556,102188.0043,41848.1035,254280.2876,
