,10-Heptadecenoic acid_ (Z)-_ TMS derivative,1_5-anhydro-D-sorbitol,1-Decanol_ 2-hexyl-,1-Dodecanol_ TMS derivative,1-Heptanol_ TMS derivative,1-hexadecanol,1-Hexadecanol_ TBDMS derivative,1-Monomyristin_ 2TMS derivative,1 monoolein,1-Monopalmitin_ 2TMS derivative,1-Nonene_ 4_6_8-trimethyl-,1-Octadecanol_ TMS derivative,1-octadecene,1-stearoyl-rac-glycerol,2-Ethyl-3-hydroxypropionic acid_ di-TMS,2-hydroxybutyric acid,2-Hydroxybutyric acid_ 2TMS derivative,2-ketoisocaproic acid 2,2-Methoxyestradiol_ 2TMS derivative,2-Monomyristin_ 2TMS derivative,2-Palmitoylglycerol_ 2TMS derivative,2-Propenoic acid_ 2_3_3-tris[(trimethylsilyl)oxy]-_ trimethylsilyl ester,2-Pyrrolidinone_ TMS derivative,3-indoleacetic acid,3-indolelactic acid 2,3-Pyridinol_ TMS derivative,4-hydroxyphenylacetic acid,4-Pyridinol_ TMS derivative,5alpha-Cholestanol,9-Decenoic acid_ TMS derivative,9-Hexadecenoic acid_ (Z)-_ TBDMS derivative,Acetamide_ TMS derivative,acetohydroxamic acid,.alpha.-D-Glucopyranose_ 2_3_4_6-tetrakis-O-(trimethylsilyl)-_ bis(trimethylsilyl) phosphate,.alpha.-Tocopherol_ TMS derivative,Aminomalonic acid_ tris(trimethylsilyl)-,Anthraquinone_ 1-(o-chlorophenyl)-,arabinose,arachidic acid,Arachidonic acid_ TMS derivative,aspartic acid 1,aspartic acid 2,Benzoic acid_ 5-methoxy-2-[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Benzoic Acid_ TMS derivative_,Beta- alanine 1,.beta.-Gentiobiose_ octakis(trimethylsilyl) ether_ methyloxime (isomer 1),.beta.-Tocopherol_ TMS derivative,Butanoic acid_ 2_4-bis[(trimethylsilyl)oxy]-_ trimethylsilyl ester,Campesterol_ TMS derivative,capric acid,cholesterol,citric acid,citrulline 2,Creatinine,D-allose 1,D-glucose 1,D-glucose 2,Diethanolamine_ 2TMS derivative,Dihydrouracil_ 2TMS derivative,dioctyl phthalate,DL-isoleucine 1,DL-isoleucine 2,DL-Ornithine_ 3TMS derivative,D-malic acid,D-mannitol,Doconexent_ TMS derivative,D-threitol,D-(+)-Turanose_ octakis(trimethylsilyl) ether,eicosane,eicosapentaenoic acid,elaidic acid,ethanolamine,Ethanolamine_ 3TMS derivative,galactitol,galactonic acid 2,galacturonic acid 1,.gamma.-Tocopherol_ TMS derivative,gluconic acid 2,Gluconic acid_ 2-methoxime_ tetra(trimethylsilyl)-_ trimethylsilyl ester,Glucose_ 5TMS derivative,glycerol,glycerol 1-phosphate,glycine,Glycine_ 2TMS derivative,Glycine_ TMS derivative,glycolic acid,Glycolic acid_ 2TMS derivative,guanosine 2,Heneicosane,Heptacosane,heptadecanoic acid,Heptadecanoic acid_ glycerine-(1)-monoester_ bis-O-trimethylsilyl-,Hexadecane,hypoxanthine,inosine,Lactic Acid_ 2TMS derivative,lactose 1,L-alanine 1,L-alanine 2,L-Alanine_ 2TMS derivative,L-Alanine_ TMS derivative,L-asparagine 2,L-Asparagine_ 2TMS derivative,lauric acid,L-cystine 1,L-cystine 2,L-cystine 3,Leu-Trp_ N-trimethylsilyl-_ trimethylsilyl ester,L-glutamic acid 1,L-glutamic acid 2,L-glutamic acid 3 (dehydrated),L-glutamine 1,L-glutamine 2,linoleic acid,L-(+) lactic acid,L-leucine 2,L-lysine 1,L-lysine 2,L-methionine 1,L-methionine 2,L-norleucine 1,L-Phenylalanine_ 2TMS derivative,L-proline 2,L-Proline_ 2TMS derivative,L-Proline_ TMS derivative,L-serine 1,L-serine 2,L-Serine_ 2TMS derivative,L-threonine 1,L-threonine 2,L-tryptophan 2,L-tyrosine 2,L-valine 2,L-Valine_ TMS derivative,m-Cresol_ TMS derivative,Methoxyamine_ TMS derivative,Methyl Caprate,Methyl galactoside_ 4TMS derivative,Methyl Laurate,Methyl Myristate,methyl oleate,Methyl Palmitate,Methyl Stearate,Monolaurin_ 2TMS derivative,myo-inositol,Myristic Acid d27,N-acetyl-D-glucosamine 2,N-Acetyl glucosamine methoxime_ tetrakis(trimethylsilyl),Nonanoic acid_ TMS derivative,norvaline 2,Octadecane,O-phosphocolamine,oxalic acid,Oxalic acid_ 2TMS derivative,palmitic acid,palmitoleic acid,p-cresol,Pentadecanoic acid_ TMS derivative,Phenol_ TMS derivative,Phenylalanine 1,phosphoric acid,Phosphoric acid_ 2-(trimethylsiloxy)-1-[(trimethylsiloxy)methyl]ethyl bis(trimethylsilyl) ester,Phosphoric acid_ 2-[(trimethylsilyl)oxy]-1_3-propanediyl tetrakis(trimethylsilyl) ester,Phosphoric acid_ bis(trimethylsilyl)monomethyl ester,Propylene glycol_ 2TMS derivative,Propylparaben_ TMS derivative,Pseudo uridine penta-tms,psicose 1,Pyroglutamic acid_ TMS derivative,pyrophosphate,quinic acid,ribitol,Ribonic acid_ 2_3_4_5-tetrakis-O-(trimethylsilyl)-_ trimethylsilyl ester,ribose,(R_R)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl)-,(R_S)-2_3-Dihydroxybutanoic acid_ tris(trimethylsilyl) deriv.,serotonin 1,stearic acid,succinic acid,tagatose 1,tetracosane,Tetradecanoic acid_ triethylsilyl ester,Thiazolidine-2_5-dione,threonic acid,trans-4-hydroxy-L-proline 1,trans-aconitic acid,tyrosine 1,tyrosine 2,Urea_ 2TMS derivative,uric acid 1,uric acid 2,uridine,Uridine_ 3TMS derivative,xanthine,xylitol,xylose 1
363,41746.4935,6434057.431,108169.9461,30315.1087,99468.0719,38953.289,,1548456.759,93734.3048,4604626.917,43318.1746,,232455.2042,,,,580444.5543,939188.0754,2953234.557,,1994345.162,,,,183125.1758,239761.6614,79405.4305,267515.3635,30409.0411,31189.7437,1569696.312,239304.7894,207890.9297,768249.2111,,,144983.0242,,67361.5615,236000.4432,288074.0327,84022.9902,54215.6016,61607.5093,,4416.2875,13425.2735,,14030.4331,74624.9936,4078042.573,2710241.904,,102463.4725,561342.6947,7587429.145,8461740.522,,43807.4565,2454543.266,,313657.3688,114498.1546,279903.856,,51459.8538,490924.7167,1414381.58,31806.6024,120160.2433,4646101.52,233505.7093,,,34980.1914,,100858.0132,,,402410.3402,2584377.155,500449.2467,834351.7931,,,1584920.063,152168.762,66686.1527,86157.625,,213820.7532,196814.2157,45311.3895,91542.1438,631722.3447,5512193.405,25643.7087,4257427.363,,2134203.324,,49543.6767,,239156.0426,96063.3969,222656.4912,242742.5582,316624.0383,715378.1147,681049.8682,8524793.465,,,1828217.946,453194.9833,690818.6959,,111957.5294,106951.3019,36452.9683,834914.9475,299884.5931,1960932.92,688018.6207,7238666.149,1539035.222,464667.8076,2328695.684,2212663.404,895411.0481,2079666.933,,144709.1425,1900716.122,,1973211.042,3749193.229,5424634.565,4154655.791,3863428.662,1047826.136,4445460.774,4125169.669,153917.0565,1896053.109,8327597.546,,160561.0605,,906460.9263,54730.874,58277.4529,88702.3132,8785346.016,6753649.187,847434.473,,53782.8452,682961.2362,703722.9766,8793881.966,79015.4619,407963.6958,,,44102.948,,3094154.562,621073.266,109726.672,180647.9808,125499.2943,163075.2356,51327.937,200955.9354,324368.5825,41325.104,5196621.861,534265.8389,240547.8201,,,,1451578.04,252867.4459,58552.358,1640701.639,462469.9542,12869126.46,7706773.544,318788.3888,,,88518.2846,331144.5182,590953.5464
365,31248.4313,2523354.331,73753.1312,25702.3539,86109.2655,91477.4721,12712.6774,1403344.208,50787.7957,8627315.845,51277.5702,,80212.581,8849405.555,55445.1084,,318394.5579,858511.9045,2099195.41,,1503473.505,,110348.6377,,103794.4398,36359.0024,,,,,847427.8506,198586.0859,159016.6418,50106.946,352981.5925,65216.9845,,,51195.5394,271348.315,221804.061,83719.9453,74951.0207,52440.6592,43974.9798,49314.9685,8983.3718,40568.6913,,,3187680.591,2505449.81,37196.0917,213468.2154,439122.3605,7487983.851,7881941.389,113292.6862,,1749911.136,2427101.93,602701.8782,99799.8273,243365.4556,,34962.1378,301541.7768,1415827.653,36031.7924,44365.1802,2995751.668,244392.3871,,,,,47003.4832,,,235113.429,1369345.692,164049.0664,1809097.213,503394.7072,,1488002.698,52296.0054,,74669.988,67145.4011,333548.0587,202298.1231,52257.4168,64123.0407,,7501859.058,200715.042,676554.5054,372357.586,710797.559,,68845.2152,,175498.3054,88274.9983,102665.0635,,140310.0795,300437.4597,295792.0532,8473481.374,175742.3152,,1582338.8,403170.5947,1156414.67,1656033.23,502683.3277,152296.7069,70314.6622,1376154.775,457333.7021,1116746.055,336121.508,3853869.726,927802.3525,399916.5253,,1701684.492,542842.7046,2075658.671,,237832.4926,3005959.85,115908.6132,1425051.654,3511897.85,5900932.661,3633515.87,3165530.546,952034.2293,4339449.319,3821171.794,118811.4274,1297174.945,8391617.48,723055.0663,457594.201,,1431742.704,57704.3876,54755.8783,61410.757,2882951.091,5460634.117,171256.7652,162767.7181,,51771.6123,941488.9731,8428441.56,31927.9373,221393.3008,207244.3016,113353.8007,,295662.7027,1153939.296,657646.4389,70716.2895,,83832.5718,59883.8241,90843.0371,140160.1653,123522.9811,34194.2185,3992840.134,272880.9314,120129.6385,63542.0863,,,1791961.219,278662.1761,42787.7815,1287337.07,777624.5823,5933161.835,5584685.503,262558.4139,,152046.6992,79896.5781,128693.0287,252286.9891
366,14640.0499,5133277.66,197774.092,198368.4966,90471.9285,53097.1294,33722.4165,1462842.84,79230.2251,5840747.418,50704.4713,40450.3359,308831.729,,145696.1659,226395.4913,264167.1873,70656.5127,3504696.144,,1683928.612,,51800.2933,137111.3121,107304.9608,217773.3527,34890.4122,,,,1564843.618,204368.8788,144328.1734,,373489.5232,,168923.5828,,84022.1735,152686.6242,161640.3192,,98949.0742,48630.2465,,8602.7605,3753.5222,66874.2462,,,4334697.776,2844089.654,73039.6148,253451.5264,617072.0723,,8512493.873,82310.3685,,866553.5818,,1502264.274,121148.5167,205884.8402,,42440.2907,539235.7868,,38711.4157,208596.5045,3162071.665,152308.0835,,,,,49425.7834,25114.8152,,462085.66,2235291.077,484814.592,1477673.144,291328.1915,,1385321.151,40809.9459,,589331.3706,213741.3293,221361.2555,173306.5761,85967.5033,113310.7697,156632.6133,6449200.236,38610.7418,,,857869.8601,394929.5656,46536.825,60532.0903,,,298020.244,668492.1977,217499.0558,451347.9481,294019.6637,8582258.847,,31651.1892,1598691.512,306920.1536,1392046.215,,758025.7963,102742.4722,49587.0272,1398939.489,280900.6713,1277270.686,442192.0582,4936510.956,631382.8366,352259.9233,943034.6589,1528791.302,552524.6236,2494515.324,,204868.7384,2819010.423,1219121.155,1626890.023,6633634.668,5553691.982,7338407.568,7550296.486,1957844.155,8172398.088,7125287.335,132169.5541,2654034.536,7317339.098,,714442.0123,,1411321.26,54468.9602,28422.7223,42825.728,,6095486.608,174681.9175,,,82771.1065,898014.7805,8403836.716,,252240.447,146171.1211,123600.0628,,428607.8997,169172.6446,690200.4418,135574.6579,53719.8572,,160473.9969,46366.9696,275171.3632,77235.8923,,4598165.788,394858.456,175262.6843,,16090.3187,360186.3952,2346237.558,157431.9853,45693.0378,716119.1192,1679540.982,6180086.398,8321293.925,190987.862,,,63823.2182,250663.6526,412259.0752
367,28957.3272,5490237.435,122353.3728,37267.8446,76147.3114,41630.9162,35236.5007,1312865.13,62063.6664,4651193.059,34616.2287,,283772.1661,,77557.9769,,801977.7023,290924.6178,2874099.901,,1543044.561,,81771.1253,65582.3396,143036.9085,211439.5933,26555.8248,207926.769,15112.9839,,1341651.666,217565.2002,227399.2351,,410867.0501,223324.1227,220107.1832,,55624.6021,183051.2262,149008.3485,59536.6738,99270.4724,54301.0736,43076.9527,13174.135,,43263.9088,10839.421,52790.2396,3820903.364,1817300.899,62165.6428,436943.0605,520814.2557,8103917.393,8601181.181,87812.4871,,842730.267,2240016.855,525890.4864,149558.5526,158410.0293,,33294.3048,416090.5698,1251658.304,36001.6147,96094.8911,2234796.369,142786.0162,,,,,30269.315,,,74620.9756,2023957.859,714126.1146,1837715.357,274115.6081,,1412365.003,,43105.8761,,61469.3852,174693.5612,165623.2069,37221.9108,196886.3273,403403.3093,6084184.641,33351.6163,5014232.454,,866309.7473,,67728.1557,61454.6526,228086.0119,51077.0184,173631.4732,188516.7954,294475.0088,831497.0847,677475.2173,8501747.495,,17963.4835,1143548.837,243261.9188,1267887.682,,634918.9693,131546.5257,50171.2474,1068551.786,417486.0162,1980306.966,530029.2715,5815939.167,562710.566,383496.5786,,1839362.614,760579.1524,3621297.065,,261813.5573,3142539.896,147929.3065,2486291.452,3663447.104,3875507.663,3926630.525,3861435.893,1038295.283,4637817.75,3895634.302,114703.7773,1860342.297,8250449.709,429575.3553,247102.805,,1792112.1,61383.0417,81293.2891,75506.9368,410236.3933,5359660.022,207260.7651,,69545.3346,64484.7003,1168940.282,8296127.502,,344047.5567,,455603.9834,,305398.3908,2971867.663,688224.3643,99293.522,,69474.1013,133656.2268,42494.0126,172434.9761,145601.8303,41146.9536,4236573.378,459631.1538,,22725.2231,11924.9352,405843.7898,1723653.848,368478.1379,,919509.3884,2238986.86,16216534.27,7143852.768,196525.7959,,,59281.2888,217389.1823,333539.4714
368,50349.8526,5674789.955,17551.1497,49293.5571,109598.5184,42571.3395,,1462036.631,24771.5979,4902935.055,171584.8442,139844.1839,158794.9752,,44418.9987,141290.9563,188324.4357,90587.463,154213.2755,33801.9498,1940636.259,34565.4608,113382.7928,128658.4472,101090.5893,198371.996,35536.072,246861.0178,22471.7144,26514.7155,2052782.475,227884.5893,265670.6385,51701.086,537347.365,202499.9092,127381.6345,,57971.9612,125094.0074,273803.7639,,120573.1315,,,11733.6341,20561.2745,105357.5331,21126.2573,66847.543,4019271.953,3466608.879,62418.7214,177111.4373,527782.3525,8340975.661,8499651.806,99065.4917,27069.2753,1347456.487,1699468.924,1329351.418,152746.9042,162883.2311,,,865911.6839,1127726.454,38142.0559,,2720925.056,226912.5679,,16738.4474,92436.3797,,139339.4982,,76069.0282,455407.4072,1699653.951,165093.6388,3249959.446,430133.35,485695.6882,1516695.715,,,,,135496.523,180586.241,49428.7403,71134.8369,125457.0848,1860463.34,59691.9878,,,872832.4186,379820.3725,62041.649,71471.1592,306853.515,155300.0513,271107.1266,174032.0788,81745.98,,169545.0485,8672074.03,620208.9722,,1108082.313,,,3053373.107,584175.6856,158804.9982,57376.8932,1056502.522,346222.2651,2670383.392,1124177.94,8363239.942,697515.5286,416433.1203,568357.6689,2017259.929,714902.5589,2085250.174,,181464.672,2326589.939,644963.2536,1587136.634,3355563.793,5484580.287,4117885.709,3993611.972,1061180.337,4578536.96,4016389.844,120781.5582,2347438.35,1093260.371,,,,1162631.509,42650.0089,48809.7847,2486766.326,2107867.369,4841215.393,237216.3578,,47449.2253,72842.5939,977883.2246,8613256.84,73440.6699,282344.0706,147427.884,859551.3019,,419247.5361,198028.7759,867094.3566,151599.5323,793924.8543,97725.2546,167700.7762,205295.3379,86659.447,75556.5578,33253.6061,4068424.648,223299.6709,,38826.6241,14122.4245,529906.407,1536380.5,282153.1544,74673.2249,1858153.007,781479.3148,7315989.731,6058021.637,291122.7539,,63086.4242,35584.6876,378305.9657,202673.6028
369,,,115466.6692,27654.4911,92485.4034,44710.7036,27338.024,1481032.222,66118.4781,4654975.929,,147669.6245,222173.8234,9284485.359,92173.9836,237862.307,281549.2619,,3081844.463,,820690.3613,,109135.6855,82573.9637,148120.1604,229079.1546,21677.1153,218481.7761,16412.2728,,1707583.543,206332.6843,226817.2961,703066.2481,311047.866,125878.2279,329681.4125,,62318.9843,165639.0658,211351.8065,,138047.4094,66336.7383,,31051.3995,9837.5897,102362.8266,,,3803901.013,2613465.482,39546.1907,141364.5818,712076.9851,7482475.669,8054741.784,,,2296316.855,1186556.147,453793.2965,,179327.882,,,632189.2283,,37339.9123,179560.3059,1334389.253,,,,52018.9286,,40608.025,30426.6029,,127242.8757,4540273.318,516262.9621,1629694.577,387407.9044,448569.6774,1479352.507,,,65852.7608,,71723.1195,193116.008,60314.439,69399.8491,55387.0334,4327861.738,135312.0048,3657417.427,,940139.2541,300550.5498,113429.1298,,128496.8356,91469.7839,339989.5981,513171.1807,272323.3254,,209641.7586,8553076.739,81838.2835,,566054.9086,263990.2247,523037.458,943070.4169,336956.5922,65162.7897,57353.089,608604.2947,233130.8698,1469339.045,401367.092,5154562.706,911677.0603,438817.0036,923432.5678,1585182.268,585560.8187,1886157.382,693459.271,111898.8193,1363279.61,694886.6097,1767990.522,3227226.062,4975665.285,3533823.864,3277338.996,879692.7448,3962048.2,3519930.04,142975.3395,2902168.843,7813884.428,589572.8157,734284.0581,40862.124,705479.503,70585.8993,32165.2562,51313.247,459288.2903,4885533.133,47674.3269,,57611.4768,60690.8957,626156.6136,8489005.476,,279637.9685,118924.135,1338304.352,31321.0353,449226.0866,2765911.23,637315.847,124167.9124,579658.7053,,240339.845,46088.0345,216840.2118,,,4271402.322,459720.4831,275199.3798,,13436.6446,,1654582.511,188811.4546,35732.5468,796270.9464,614861.2131,12411052.35,6228885.236,218776.5514,,,17675.0447,289342.4564,381514.2523
371,23202.966,4313528.268,76158.6478,39989.47,85726.0211,,,1269443.548,61095.8349,4722940.743,207125.9736,88713.2479,236336.9294,,52659.7872,237302.5995,87172.3626,71811.0068,1933695.735,,1559864.165,,69952.5102,124859.4011,121764.1325,106446.8326,29198.6365,128472.9229,,,1728672.815,286789.2905,267006.2725,51237.9974,,,191347.4017,,76004.0789,130009.9445,114991.6306,61413.8852,110545.2274,43745.0341,,5776.2585,,58301.9674,,,3913318.474,1750383.489,35136.19,271887.5511,501109.862,8245784.824,7784967.777,70171.6845,,872097.6325,,991801.5066,,153993.5177,,57602.7466,381280.4334,1280533.765,32038.7177,67065.9581,3115946.527,169143.993,,,,,39165.593,,,395060.9591,2678956.355,581253.0273,1609321.654,242676.9253,198741.1877,1457003.337,,,,44957.5498,277993.9892,151082.623,,66643.7424,71299.459,2324190.612,20590.0787,,,476028.7068,177128.9485,71791.0467,43971.8879,171718.9581,54283.2016,236133.2303,412568.0168,240049.5562,911373.6879,479162.1432,8479049.697,270304.0336,8752.5119,1774946.26,277239.802,,,515061.1455,157950.4769,37607.8965,741795.37,240221.7716,644333.0348,246182.1926,2623881.947,,326692.6259,2713893.812,2085000.506,612316.4135,2923968.94,,,1713691.514,,2232557.079,2527782.661,4971357.99,3219160.518,3093077.162,777320.1766,3434641.923,3055357.261,119191.3632,1410410.019,8207131.505,,225585.3102,29374.5287,812963.3639,44883.0068,63214.0263,2397606.188,626154.544,6047390.978,331294.2354,,57632.706,34221.5845,1101086.598,8416932.929,307409.1965,324590.271,170723.3466,1478478.212,,259562.6357,2628215.065,833229.455,199981.6247,103870.069,,139021.6487,32392.1707,157979.3274,137588.4123,,4710061.605,476469.0029,112722.0753,42185.5794,17511.4818,1340779.963,1526889.324,248742.2,,1143318.17,1569759.798,13779663.71,7226861.002,200778.7394,,,37114.4901,300887.2609,310425.4292
372,22083.3647,5306557.12,232739.4762,34855.3108,241315.1099,77268.9478,33981.4887,1891357.83,87612.6496,6317327.313,112898.4544,,167921.5761,6111506.284,129920.6306,,567701.4193,149977.9894,5081963.628,,850606.3789,,71022.423,176085.694,205565.9309,334283.8463,43134.9894,,,40902.4766,2889726.591,359127.0599,237236.8557,,452481.8006,,206283.1793,82266.0841,71564.9253,131248.3698,,51825.803,,,,24088.5536,11621.5222,84512.5578,33264.8594,,4995624.18,4698597.476,19410.5337,149087.7717,,,8090142.941,174142.4885,,1824873.272,,402448.3234,,392455.209,,110954.091,681428.5986,2002230.351,40684.2054,53994.6578,3954419.645,,,,31132.7118,337381.3912,77288.7213,44708.2882,,,2750247.118,345743.2975,2299833.916,859642.2623,,2215542.438,87465.9392,13068.3258,,,409984.6878,247916.7598,77440.5669,150609.2816,272399.5431,8804821.401,161154.3695,1322018.658,675364.6717,1667259.759,,97040.5473,108050.5689,316120.5936,113241.7889,233647.9316,320126.0281,307534.9549,463924.488,276936.9209,8580744.705,507958.047,,2530135.705,388195.7707,851675.5804,1594613.619,206976.0112,112761.2099,42880.2929,1150479.243,231857.1404,3192985.819,1024929.624,8519165.91,2833547.169,573337.2635,,2133107.03,675895.7035,1634849.502,,1484186.905,2996469.66,,1511515.477,4425917.329,8477351.709,4834796.498,5016778.343,1212897.782,5386801.421,4634577.224,180422.1155,2202708.757,7693201.082,939932.182,1846584.302,,,72858.5295,44421.1715,,640310.6322,7292654.443,134381.5415,2191155.692,80737.4558,60395.0822,821270.1865,8521618.802,,253733.8957,103081.5437,590536.8048,,,2206869.935,843139.2711,185641.4866,410769.553,,240336.7594,89089.7813,406700.5008,,,5975386.485,673397.8285,360369.5204,,33138.2901,859373.0799,1984038.236,179884.4999,71496.2902,963911.3589,415356.8883,10147109.41,7955895.844,444500.1092,,,97053.205,276492.6663,431644.8374
374,,3992940.748,98834.8837,34114.5673,89899.0041,36927.094,,1545394.944,58553.4635,4691209.206,39585.9407,150391.9498,127559.7484,9052724.961,,261475.8481,179700.9491,432184.9629,1015456.443,,1948544.342,,99965.3532,132880.1046,186140.622,218060.6592,93474.0969,36585.7639,,,1654145.636,280455.7096,209066.4915,,493561.3978,174721.4508,272725.3058,,61369.2633,117773.4176,123679.6914,73691.6611,118362.3197,69723.817,,5814.6799,9190.6165,77099.4011,,49414.2555,3695641.589,1835470.23,43293.696,174026.6263,415814.4103,7455923.943,8405873.902,112052.0253,,2296126.741,3129767.821,1236764.64,137655.8689,123418.6553,553253.4375,43107.147,612261.5939,,32527.6192,45167.8158,2035411.588,179954.5733,,,32614.9212,,34860.6984,15417.1643,112265.0779,627098.5668,1610998.691,241155.1612,1088937.241,587170.533,541496.7094,1458494.871,,,,49044.732,235329.2388,210982.2186,75019.527,64857.1955,148373.4794,2574447.727,43072.0398,,,959961.0265,276370.5212,81932.3542,79125.8861,263993.9551,93612.1253,369967.2887,405818.129,103783.4151,411680.1704,300203.3555,8543950.835,377819.3032,26948.7637,793173.4006,,,2070051.424,740762.1483,239193.1419,59853.9456,2090045.058,508714.1069,899611.1171,240801.5312,3651475.491,708035.0001,330174.4237,2321373.78,2346479.405,689727.7507,3593587.917,,366951.3406,4151114.37,480881.2108,1840182.939,2908246.309,6914574.806,3275304.563,2677132.114,776708.6889,3476553.924,3169438.866,135492.2195,1871909.867,8232331.994,,93911.1692,,1941756.639,42702.4209,73069.6263,57301.5942,8450801.708,4453270.831,89386.4732,,43898.5122,31709.7641,1317442.811,8436742.789,,193442.4778,179109.3757,1013753.326,,445396.3433,2124157.374,761244.1205,112006.3748,137241.6818,,121494.9712,158902.9451,142707.9099,,,3911577.926,257564.5704,,46585.4366,14886.9116,,1087722.185,187971.4005,55836.2859,2125535.229,1662002.584,12571700.4,6499513.76,234711.856,,36010.6372,28035.712,237267.943,165404.1768
376,16491.1791,4659499.684,312503.9338,42339.2157,89119.5194,54756.2767,21950.0448,1378709.03,57215.7891,4411309.174,,,185405.325,,66052.9138,,278081.8172,295615.9564,2780678.331,,1735722.551,,101409.3576,149589.63,153866.4697,,30249.1209,,17969.9692,,1356628.218,185676.6385,207507.6531,,413526.9315,116945.372,329146.1709,,55786.1227,168390.6351,304409.1095,73731.5934,107739.3147,,24116.0108,27280.1838,8692.5697,76479.3925,8996.3286,28537.6238,3473458.434,2430877.893,48213.7872,248950.114,478957.2161,5838737.696,8274827.427,103143.1758,,1081822.407,1995464.917,1174349.298,,226958.2553,,42619.4761,635804.2524,1111372.774,44850.3297,348262.8467,2306322.485,143196.7611,,16828.7741,,,43665.0647,,,,2731416.247,585397.4859,2305017.093,485742.6551,,1434332.814,75011.8938,13200.492,46640.5894,151780.1959,243975.8876,213222.1578,57287.6186,68480.1281,227661.3115,6750431.644,280849.4573,2020094.934,472084.9147,1009943.93,,66040.9115,,245534.5823,108722.1131,176231.1332,108608.1986,256809.8863,332001.8287,331109.7692,8612467.793,210998.0522,,905178.8289,359842.8309,,,649528.3775,138678.5943,72027.9161,1116448.41,488807.6314,1681598.081,591025.8971,5322270.328,897635.7577,449218.1275,,2171083.15,790067.3728,2481007.579,,224101.7163,2633979.233,,1766196.076,4528677.262,4873436.97,4659340.429,4251829.146,1220659.087,5282591.662,4786403.16,115693.8418,2029347.041,7499999.632,,1253983.664,,1413128.885,53568.9209,44124.0924,66439.0693,11265935.4,5535743.858,277794.1697,,55925.0243,87825.3533,937148.8478,8583782.445,,299278.0112,130570.8909,342517.4531,,448127.7493,3400386.542,812624.488,94361.874,241884.8166,,126191.1588,41685.0156,299462.0734,,,3914005.269,462524.469,,53949.4418,16828.7275,,1905024.483,152152.9414,,1380566.283,1428198.343,9659843.403,5850016.993,264151.4133,,165198.66,47575.3401,259267.5182,313269.8544
377,43350.5483,2434454.353,48492.1675,,103177.7078,61766.1775,,1650196.884,35720.6024,4550111.106,64321.7338,123808.3425,199570.0068,4453613.509,,254503.0655,,481624.6923,382590.3447,37614.2054,2167779.784,,,104068.1989,132017.1795,240111.63,30279.4276,,18013.4283,,1581082.963,246251.9974,177780.3584,74761.2143,,273519.2885,532848.7866,,65237.3748,96553.2848,336975.0523,,173306.6537,64044.8203,,6745.7342,11465.6192,153536.1774,6717.9187,115295.3605,3784249.676,2578908.671,50598.1524,123882.5157,381361.5953,7179769.693,7689834.492,,,1916912.595,1943910.766,732640.1727,,157377.7993,,,1207635.052,1251355.234,31911.7956,,2551507.669,164450.3208,,33876.8384,98874.6585,1268703.505,51409.973,31268.7752,84624.8241,2371727.399,1607929.382,264936.4476,1480324.371,809522.9136,,1512694.891,52076.2745,16353.5698,43685.8257,47679.4321,262487.873,209828.2894,64914.209,67339.9446,165905.7978,3599724.165,475981.4654,,435752.1993,652386.6394,419449.1319,37392.3758,76583.3708,439834.8913,143328.2059,452409.2296,393236.3122,93374.7324,,159132.9247,8532599.134,,20783.0009,1097624.127,,,1342397.164,892026.5932,150210.9759,48389.1561,1311783.4,375430.9353,1797096.117,906912.7814,6765136.632,823760.3347,349122.8531,,1513388.911,520446.1397,2507338.972,,202883.5185,2626740.372,1026207.801,1243888.846,3214173.357,5675929.811,3489322.531,3072493.913,870566.4732,3955009.725,3368266.44,142524.2299,3603003.187,7663816.048,758033.592,,178440.0381,1174372.344,87739.6376,88455.139,,945626.7766,5339636.833,124817.9635,,68352.1205,283673.6762,763943.449,7955293.861,64213.584,377957.0653,156171.3088,,,634272.2389,373933.4784,685344.8866,182453.3022,,,171142.1522,134306.3164,193972.2188,,51235.8907,3979029.086,306272.8783,,43634.1528,10306.688,,3474540.608,140780.1016,83793.7211,1296724.025,1767795.509,11304661.29,5481078.704,251701.7503,,30274.597,,616275.5465,137578.6725
